Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Week_days,Time_Orderd_Hours,Time_Orderd_Minutes,Time_Order_picked_Hours,Time_Order_picked_Minutes,Distance_Resturant_to_Location
30.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,32,Sunday,18,35,18,45,12.161009703058534
25.0,4.8,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Urban,16,Thursday,20,35,20,40,17.09819699771769
38.0,4.3,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,44,Friday,19,25,19,40,10.7555029596215
31.0,3.4,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,31,Saturday,23,45,23,50,14.022298282479133
39.0,4.7,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,Tuesday,20,20,20,30,7.660895664241821
29.0,4.3,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32,Thursday,19,10,19,15,14.022136830289478
25.0,5.0,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Urban,35,Sunday,19,10,19,25,4.469162258883671
39.0,4.6,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,24,Friday,20,25,20,35,9.121049806498666
38.0,4.2,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,Saturday,21,30,21,40,9.074684164326316
22.0,4.6,Windy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,17,Tuesday,11,25,11,40,3.1089998000385437
25.0,4.6,Stormy,Medium,2,Meal,motorcycle,1.0,No,Urban,24,Monday,17,20,17,35,8.938093974530164
21.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,Saturday,15,25,15,35,5.958847028253639
37.0,4.4,Stormy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,33,Friday,16,35,16,40,6.122094799492641
38.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,48,Wednesday,18,30,18,40,10.723989806656368
39.0,4.9,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,Thursday,23,10,23,15,10.602582382472562
29.0,4.7,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,23,Saturday,11,55,12,5,3.040688634015558
22.0,5.0,Sunny,Low,2,Buffet,scooter,0.0,No,Urban,23,Friday,23,5,23,15,9.313705947300656
27.0,5.0,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,23,Saturday,19,45,19,55,13.829931792649829
38.0,4.5,Sandstorms,High,2,Drinks,electric_scooter,0.0,No,Urban,29,Friday,11,10,11,20,2.981217855191797
25.0,4.6,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,23,Saturday,21,20,21,30,7.660582694185052
32.0,4.3,Sandstorms,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,37,Monday,18,10,18,20,12.161450531436758
21.0,4.5,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,Friday,8,45,8,55,3.0408635912257624
22.0,5.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,36,Wednesday,20,40,20,45,16.384574278446483
39.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,Saturday,23,15,23,25,4.596477246826326
38.0,5.0,Sunny,Low,2,Meal,electric_scooter,1.0,No,Urban,11,Thursday,9,40,9,45,1.4922358976851475
25.0,3.5,Sunny,Low,2,Drinks,scooter,2.0,Yes,Metropolitian,40,Wednesday,23,10,23,25,10.70546847853061
21.0,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,14,Saturday,10,20,10,35,3.11617292179438
32.0,4.4,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,44,Saturday,20,55,21,5,12.294124530423586
28.0,4.7,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,12,Thursday,18,35,18,45,9.19040310530244
27.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,Sunday,19,40,19,50,16.822155609317257
33.0,4.8,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,15,Sunday,18,15,18,20,9.264201245331764
22.0,5.0,Fog,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,29,Saturday,11,45,11,55,1.4897777216516548
23.0,4.8,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,16,Sunday,18,25,18,40,4.395172855375738
33.0,5.0,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,36,Friday,22,55,23,5,19.617929437389435
37.0,4.8,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,21,Tuesday,9,50,10,0,1.5298253586323256
30.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,Saturday,17,55,18,5,12.418009922382469
29.0,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,24,Thursday,17,50,18,0,9.435201537430713
34.0,3.5,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,Sunday,17,20,17,35,19.8832515530204
39.0,4.5,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,16,Thursday,19,0,19,10,7.658776111980611
30.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,Yes,Semi-Urban,48,Thursday,17,30,17,40,10.86728673513013
25.0,4.9,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,22,Thursday,23,20,23,30,10.587023705098993
30.0,4.6,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,19,Saturday,17,35,17,45,7.601245065529116
35.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,Thursday,19,10,19,25,9.176379825815138
23.0,2.6,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,43,Saturday,23,25,23,40,16.114177482114304
37.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,29,Friday,8,55,9,10,3.040688634015558
36.0,5.0,Cloudy,High,0,Meal,motorcycle,1.0,No,Urban,29,Tuesday,11,45,11,55,3.145067434621583
34.0,4.2,Windy,Jam,2,Meal,electric_scooter,2.0,No,Metropolitian,36,Thursday,21,20,21,25,10.906412696832646
23.0,4.6,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,Wednesday,17,10,17,25,12.100079055614344
35.0,4.8,Cloudy,High,1,Buffet,motorcycle,2.0,No,Metropolitian,39,Saturday,11,50,12,0,1.4898458841183333
39.0,4.7,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,29,Sunday,22,15,22,30,8.93778311563518
30.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,Sunday,21,10,21,15,10.881199561003374
36.0,4.9,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,Tuesday,16,55,17,5,6.128551257919138
22.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,Thursday,23,25,23,35,13.413644078076244
38.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,46,Friday,20,0,20,10,16.72115728076054
21.0,4.5,Sunny,High,2,Meal,scooter,0.0,No,Urban,12,Sunday,11,40,11,55,1.492347495243951
21.0,4.5,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,28,Thursday,18,35,18,50,19.9172484157288
28.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,22,Wednesday,20,50,21,0,14.04473291589416
26.0,4.5,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,16,Monday,17,55,18,10,7.6481792534738355
34.0,3.6,Stormy,Jam,2,Meal,motorcycle,2.0,No,Metropolitian,39,Sunday,21,20,21,35,10.42769256917753
20.0,4.0,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,33,Sunday,14,50,15,0,6.037557938329101
26.0,5.0,Windy,High,2,Snack,motorcycle,1.0,No,Urban,20,Tuesday,12,55,13,5,5.992261608063494
28.0,4.6,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,23,Saturday,20,25,20,35,12.256321133212229
27.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,Friday,8,35,8,50,1.4686011256508895
28.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,15,Sunday,8,40,8,50,2.980249384918756
32.0,4.5,Windy,Low,0,Meal,motorcycle,0.0,No,Urban,27,Thursday,22,10,22,25,8.93786088183146
26.0,4.9,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,Sunday,18,50,19,0,7.763161028493024
37.0,5.0,Sunny,Jam,2,Snack,motorcycle,1.0,No,Urban,29,Wednesday,20,10,20,25,20.44292976252901
33.0,4.2,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,39,Wednesday,11,45,11,55,3.104691169539904
22.0,4.7,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,16,Friday,17,30,17,35,9.193373039577208
32.0,4.7,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,21,Friday,23,5,23,15,4.464808750409879
20.0,4.9,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,22,Wednesday,21,25,21,30,20.828337442887843
35.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,12,Thursday,23,35,23,45,7.648947507755509
31.0,4.0,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,42,Wednesday,21,25,21,40,12.29378731203682
28.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,35,Tuesday,21,45,21,55,9.315069177421892
39.0,4.6,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,26,Tuesday,17,40,17,45,9.055364789945113
26.0,4.9,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,16,Thursday,18,20,18,30,20.179033045443173
22.0,4.7,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,Sunday,20,40,20,45,7.562950099273998
27.0,4.6,Windy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,22,Sunday,12,20,12,30,6.127848457033505
32.0,4.6,Windy,High,1,Snack,motorcycle,1.0,No,Urban,27,Friday,11,50,12,0,3.0582815752499948
23.0,4.6,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,Sunday,11,40,11,50,1.5725337292863206
31.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,Urban,17,Saturday,10,25,10,30,1.5582406301371106
24.0,4.9,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,42,Wednesday,19,30,19,35,13.582342704260103
32.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,24,Thursday,10,30,10,40,3.029535415543084
38.0,4.8,Cloudy,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,46,Thursday,21,55,22,5,12.098714903153644
31.0,4.8,Windy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,21,Wednesday,17,10,17,15,13.972131143083212
37.0,4.5,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,27,Monday,11,55,12,10,3.1051455399287056
33.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Urban,15,Thursday,17,10,17,25,7.448937379729502
26.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,Wednesday,22,20,22,30,12.074063090452915
34.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,26,Friday,19,55,20,5,7.651068542725116
39.0,4.6,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,16,Monday,8,40,8,45,3.105091522701049
31.0,4.5,Cloudy,Medium,1,Buffet,scooter,1.0,No,Urban,17,Monday,17,20,17,35,9.313017158714828
35.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,Sunday,21,55,22,5,17.29786575291325
21.0,4.7,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,Tuesday,18,30,18,45,4.395374599206111
27.0,4.6,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,16,Friday,23,40,23,45,7.649724402449684
30.0,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,18,Sunday,17,50,18,5,7.546401421474661
24.0,4.5,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,Wednesday,19,40,19,45,12.073616371381318
37.0,5.0,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,Friday,17,30,17,40,12.435204072231338
21.0,4.7,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Urban,17,Monday,12,45,12,50,5.958963420481106
34.0,4.6,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,21,Monday,22,50,22,55,11.916606438888204
22.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,Friday,17,30,17,45,13.406350345879243
24.0,4.5,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,16,Thursday,23,40,23,55,7.762633866101877
38.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,23,Friday,22,50,23,5,10.906036622245482
20.0,4.8,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,25,Wednesday,20,10,20,25,13.61385032584042
39.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,26,Thursday,23,25,23,35,20.85172635753384
26.0,4.6,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,27,Saturday,20,0,20,10,9.121796528794311
35.0,4.0,Sandstorms,High,0,Meal,motorcycle,3.0,No,Metropolitian,43,Tuesday,14,40,14,50,6.209089325963786
35.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,Friday,8,35,8,50,3.104827485600479
30.0,4.7,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,17,Sunday,8,35,8,40,1.5137675617888628
26.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,13,Saturday,16,10,16,20,6.147194518583351
33.0,4.9,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,22,Sunday,21,45,21,55,7.573225613488764
20.0,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Urban,14,Thursday,16,45,16,55,6.232241741133436
29.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,34,Thursday,17,45,17,55,12.29272274148856
24.0,4.8,Fog,Low,1,Drinks,scooter,0.0,No,Urban,18,Monday,10,30,10,35,3.064335674796853
30.0,4.6,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,30,Wednesday,17,40,17,55,11.91623515721786
38.0,4.8,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,31,Thursday,21,55,22,5,4.588321086013583
32.0,4.6,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,Friday,17,50,18,5,13.830131455506187
30.0,4.4,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,36,Monday,17,40,17,45,11.71930094011604
38.0,4.0,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,Wednesday,9,35,9,40,3.040666798077057
29.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,10,Wednesday,23,45,23,55,16.822155609317257
38.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,Monday,9,20,9,30,3.0643606844471907
22.0,5.0,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,22,Friday,23,15,23,25,19.877584031408645
21.0,4.8,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,14,Friday,18,0,18,10,13.78666969363518
22.0,4.7,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,21,Friday,12,20,12,30,6.209485128886319
39.0,4.3,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,32,Sunday,23,30,23,35,16.384334344092046
28.0,5.0,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,15,Wednesday,23,25,23,40,10.602497166339631
33.0,4.7,Fog,Medium,2,Meal,scooter,0.0,No,Urban,15,Friday,16,10,16,25,6.105326471370167
34.0,4.4,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,Tuesday,21,40,21,45,10.642292301678436
21.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,Tuesday,20,20,20,30,14.15280068944862
20.0,4.9,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,Wednesday,20,45,20,55,19.916194656540203
22.0,4.7,Sunny,Jam,1,Snack,scooter,0.0,No,Urban,10,Saturday,20,30,20,40,7.449051156906713
31.0,3.9,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,38,Sunday,21,35,21,40,12.292622739442963
23.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32,Thursday,20,15,20,20,12.58026782240096
38.0,4.9,Windy,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,53,Friday,20,20,20,30,13.765934616154562
31.0,4.8,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,Thursday,21,25,21,40,4.681747445577176
25.0,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,13,Friday,15,15,15,30,5.874816158028467
28.0,5.0,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,28,Wednesday,15,10,15,15,6.209141643213009
26.0,4.7,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,14,Monday,8,50,9,0,3.0186622920269803
36.0,3.5,Stormy,Medium,2,Meal,scooter,2.0,No,Metropolitian,37,Wednesday,18,55,19,5,16.38508523506451
30.0,4.1,Cloudy,Low,1,Meal,scooter,2.0,No,Urban,37,Wednesday,22,10,22,15,10.587113705075849
30.0,4.7,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,22,Thursday,19,20,19,30,7.563061700786155
21.0,4.7,Windy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,12,Tuesday,11,10,11,15,1.4898285870179706
33.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,Wednesday,19,10,19,20,4.560740459631507
31.0,4.5,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,52,Sunday,21,35,21,40,19.660674820590277
28.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,Friday,22,40,22,45,12.162115936702182
23.0,4.7,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Urban,24,Monday,17,30,17,40,9.326428318803533
28.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,Wednesday,22,10,22,25,12.58026782240096
33.0,3.5,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,Thursday,21,55,22,10,13.972036025783174
30.0,4.7,Cloudy,High,2,Meal,motorcycle,1.0,No,Urban,24,Saturday,13,55,14,5,6.147160558529004
34.0,3.8,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,38,Thursday,19,15,19,30,10.58695309692162
31.0,4.3,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,47,Friday,21,40,21,55,17.077999100718277
36.0,4.6,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,30,Sunday,11,35,11,45,3.0734537599377685
29.0,4.5,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,23,Saturday,20,35,20,50,9.121794088990224
28.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Urban,14,Friday,18,5,18,15,4.589345115377281
30.0,4.7,Cloudy,High,1,Meal,scooter,1.0,No,Metropolitian,31,Monday,11,15,11,25,3.073687981631253
30.0,4.7,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,15,Friday,22,10,22,20,8.929003109241874
27.0,4.6,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,27,Saturday,11,30,11,45,1.536858863156162
25.0,4.6,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,30,Tuesday,18,10,18,15,13.787603106955784
29.0,4.3,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,Wednesday,22,45,22,55,7.660348489150972
30.0,4.1,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,49,Tuesday,22,5,22,15,13.828993309155416
38.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,26,Tuesday,23,50,0,0,19.97564217448985
26.0,5.0,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,21,Tuesday,23,35,23,40,12.160999124282084
33.0,4.6,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,Friday,20,45,20,55,10.905970180191666
24.0,4.1,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,31,Sunday,19,40,19,55,16.635629218678122
25.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,29,Friday,17,0,17,10,6.0497653967074685
26.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,Monday,17,20,17,35,7.772038818805718
32.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,31,Wednesday,23,55,0,5,4.6576549370601725
24.0,5.0,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,27,Thursday,23,35,23,45,12.1610162189127
30.0,4.8,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,29,Saturday,11,45,11,55,1.5545816630911855
20.0,4.8,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,Monday,22,20,22,25,20.506685809982404
23.0,4.6,Windy,Low,2,Meal,scooter,1.0,No,Urban,14,Wednesday,23,55,0,5,4.544211841489953
37.0,4.4,Sandstorms,Medium,2,Meal,electric_scooter,2.0,No,Urban,37,Tuesday,17,55,18,10,12.162418131175954
38.0,4.8,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,26,Friday,22,50,23,0,14.044305460884756
35.0,4.6,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,26,Wednesday,23,40,23,50,16.659838319169715
34.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,Monday,22,55,23,10,9.316238098535406
22.0,4.2,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,39,Friday,18,45,18,50,13.392708074822348
37.0,4.5,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,28,Monday,10,25,10,30,1.5094383155993516
30.0,4.7,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,22,Saturday,19,55,20,5,9.08808409216426
21.0,4.5,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,30,Saturday,15,5,15,15,6.120938502923837
33.0,4.4,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,Saturday,10,40,10,50,3.105268883133742
20.0,4.9,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,Saturday,18,15,18,25,16.721203191622227
22.0,4.8,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,17,Thursday,20,20,20,35,7.862668167410368
34.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,Sunday,23,40,23,50,9.314907489514155
32.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,Monday,9,5,9,15,3.116288055540994
25.0,4.8,Sunny,High,2,Meal,motorcycle,1.0,No,Urban,13,Tuesday,13,50,14,0,6.041062443678428
33.0,4.1,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,Sunday,20,45,20,55,9.121350389794664
24.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,27,Friday,21,30,21,40,20.44292976252901
20.0,2.6,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,43,Sunday,23,15,23,30,20.205788522337425
29.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,24,Thursday,16,20,16,35,5.953034972416769
31.0,4.6,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,Wednesday,12,30,12,35,6.128757701629757
27.0,4.8,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,15,Thursday,9,50,10,0,3.0253210909321173
24.0,4.7,Stormy,High,2,Buffet,electric_scooter,1.0,No,Urban,10,Tuesday,13,20,13,25,6.176576611953425
28.0,4.8,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,29,Sunday,14,55,15,10,6.290134677634678
23.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,16,Tuesday,9,45,9,55,3.025061641856169
20.0,4.6,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,Saturday,19,15,19,20,10.867300462045836
26.0,4.9,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,Sunday,20,50,21,0,9.22083460710881
25.0,4.7,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,12,Wednesday,19,15,19,25,16.9032932130662
32.0,4.8,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,26,Wednesday,22,10,22,20,7.562317945109334
27.0,4.7,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,28,Friday,19,20,19,30,10.756383853403822
26.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,Sunday,23,20,23,30,10.427235657896496
32.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,Yes,Metropolitian,51,Tuesday,21,55,22,5,10.86627754255923
30.0,4.4,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,Monday,18,25,18,30,13.68204452608078
28.0,4.1,Cloudy,Jam,1,Meal,motorcycle,1.0,Yes,Metropolitian,43,Friday,21,10,21,15,10.426910834184746
24.0,4.8,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,Sunday,21,20,21,30,17.29786575291325
21.0,4.8,Fog,Jam,0,Drinks,motorcycle,0.0,No,Urban,29,Monday,19,45,19,55,9.435201537430713
20.0,4.7,Fog,High,1,Snack,motorcycle,0.0,No,Urban,21,Friday,11,40,11,50,1.5263760451805652
22.0,4.7,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Urban,11,Wednesday,8,35,8,45,1.5545063327088608
20.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,22,Thursday,8,20,8,35,3.145067434621583
27.0,4.9,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,26,Tuesday,14,10,14,15,6.105068213539034
21.0,4.8,Fog,Low,2,Snack,electric_scooter,1.0,No,Urban,11,Sunday,22,30,22,45,7.862668167410368
35.0,4.3,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,Tuesday,20,25,20,40,10.86883819011362
20.0,4.7,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,16,Saturday,8,35,8,50,1.5093571915760948
38.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,Saturday,8,20,8,25,1.5295062057776052
25.0,4.9,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,28,Wednesday,20,30,20,35,13.61244755449679
35.0,4.6,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,34,Tuesday,21,55,22,5,9.192571532077611
39.0,4.9,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,11,Sunday,8,35,8,45,1.53691398960797
31.0,4.8,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,16,Friday,23,25,23,40,11.00773476374462
21.0,4.5,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,Friday,8,55,9,5,1.5580739318105787
